ID,Timestamp,Hostname,IP_Address,Logged_USER,CPU_Model,CPU_Temperature,CPU_Core,CPU_Thread,CPU_ClockSpeed,CPU_Utilization_pct,RAM_Total_GB,RAM_Usage_pct,RAM_Used_GB,Disk_Name,Disk_Size_GB,Disk_Total_GB,Disk_Used_GB,Disk_Free_GB,Disk_Usage_pct,Monitor_Vendor,Monitor_Model,Mouse_Vendor,Mouse_Model,Keyboard_Vendor,Keyboard_Model
11535,2025-11-01 03:30:00,host5,192.168.72.26,heidi,Intel i5-10400,33.1,4,12,2.51,90.8,64,52.7,33.7,nvme0n1,2048,2048,1243.1,804.9,60.7,LG,U2419H,Razer,DeathAdder,Corsair,K70
11536,2025-11-01 03:45:00,host5,192.168.202.189,judy,AMD Ryzen 5 3600,68.6,6,8,3.22,5.6,64,85.2,54.5,sda,256,256,32.5,223.5,12.7,Samsung,27UK850,Logitech,DeathAdder,Microsoft,K70
11537,2025-11-01 04:00:00,host5,192.168.15.228,eve,Intel i7-10700,77.6,4,12,2.4,72,8,87.5,7,sdb,512,512,343.8,168.2,67.1,Dell,S24R650,Logitech,MX Master 3,Microsoft,K380
11538,2025-11-01 04:15:00,host5,192.168.164.28,ivan,Intel i7-10700,56.7,8,12,2.68,70.2,8,63.7,5.1,nvme0n1,1024,1024,48.1,975.9,4.7,Dell,S24R650,Microsoft,MX Master 3,Microsoft,Ergonomic
11539,2025-11-01 04:30:00,host5,192.168.192.137,heidi,Intel i7-10700,75,4,12,2.06,69.5,8,65,5.2,sdb,1024,1024,963.5,60.5,94.1,LG,U2419H,Razer,DeathAdder,Microsoft,K380
11540,2025-11-01 04:45:00,host5,192.168.11.143,bob,Intel i7-10700,69.5,4,12,3.02,76.3,16,20,3.2,nvme0n1,1024,1024,219.4,804.6,21.4,Dell,U2419H,Microsoft,DeathAdder,Corsair,Ergonomic
11541,2025-11-01 05:00:00,host5,192.168.17.134,carol,AMD Ryzen 7 3700X,47.7,4,16,3.57,52.8,32,77.2,24.7,nvme0n1,1024,1024,394.3,629.7,38.5,Dell,27UK850,Logitech,DeathAdder,Corsair,K380
11542,2025-11-01 05:15:00,host5,192.168.221.32,carol,AMD Ryzen 7 3700X,32.6,6,12,3.35,77.6,16,95,15.2,nvme0n1,2048,2048,392.2,1655.8,19.2,Dell,U2419H,Logitech,IntelliMouse,Microsoft,Ergonomic
11543,2025-11-01 05:30:00,host5,192.168.9.237,eve,AMD Ryzen 5 3600,49.6,6,12,3.75,71.5,64,50.9,32.6,sda,512,512,459.3,52.7,89.7,Dell,U2419H,Razer,DeathAdder,Microsoft,K70
11544,2025-11-01 05:45:00,host5,192.168.181.241,alice,Intel i7-10700,39.7,4,12,3.35,88.1,8,51.2,4.1,sda,512,512,430.7,81.3,84.1,Samsung,S24R650,Microsoft,DeathAdder,Logitech,Ergonomic
11545,2025-11-01 06:00:00,host5,192.168.13.52,dave,Intel i5-10400,44.5,4,8,3.38,27.9,64,61.4,39.3,sda,2048,2048,414.7,1633.3,20.2,Dell,U2419H,Microsoft,DeathAdder,Microsoft,K70
11546,2025-11-01 06:15:00,host5,192.168.75.78,alice,AMD Ryzen 7 3700X,50.8,6,12,2.92,44.1,8,21.2,1.7,sdb,1024,1024,684.6,339.4,66.9,Dell,S24R650,Logitech,DeathAdder,Corsair,Ergonomic
11547,2025-11-01 06:30:00,host5,192.168.241.121,heidi,Intel i7-10700,48,4,16,2.9,80.3,32,35.9,11.5,sda,512,512,209.3,302.7,40.9,LG,S24R650,Logitech,IntelliMouse,Logitech,K380
11548,2025-11-01 06:45:00,host5,192.168.152.29,bob,AMD Ryzen 7 3700X,52.3,8,12,2.54,28.2,8,37.5,3,sda,256,256,145.8,110.2,57,LG,U2419H,Microsoft,DeathAdder,Logitech,Ergonomic
11549,2025-11-01 07:00:00,host5,192.168.208.208,eve,Intel i5-10400,53.2,6,16,2.8,87.1,16,90,14.4,sda,2048,2048,902,1146,44,Samsung,S24R650,Razer,IntelliMouse,Corsair,K70
11550,2025-11-01 07:15:00,host5,192.168.128.31,heidi,AMD Ryzen 7 3700X,40.1,4,8,3.44,30.1,32,21.6,6.9,sda,1024,1024,160.9,863.1,15.7,Dell,S24R650,Razer,DeathAdder,Logitech,K380
11551,2025-11-01 07:30:00,host5,192.168.4.186,grace,AMD Ryzen 7 3700X,32.7,6,12,3.3,83.7,8,60,4.8,nvme0n1,1024,1024,745.4,278.6,72.8,Samsung,U2419H,Razer,DeathAdder,Microsoft,K70
11552,2025-11-01 07:45:00,host5,192.168.224.82,judy,Intel i5-10400,52.9,4,8,2.66,29.2,8,61.3,4.9,sda,2048,2048,1547.1,500.9,75.5,Samsung,S24R650,Logitech,IntelliMouse,Logitech,Ergonomic
11553,2025-11-01 08:00:00,host5,192.168.26.110,ivan,AMD Ryzen 7 3700X,51.5,8,12,3.63,16.4,16,58.1,9.3,nvme0n1,512,512,271.7,240.3,53.1,Samsung,U2419H,Razer,IntelliMouse,Corsair,Ergonomic
11554,2025-11-01 08:15:00,host5,192.168.186.81,alice,AMD Ryzen 5 3600,62.2,6,8,2.1,5.3,16,50,8,nvme0n1,2048,2048,710.4,1337.6,34.7,LG,U2419H,Razer,MX Master 3,Microsoft,K70
11555,2025-11-01 08:30:00,host5,192.168.98.222,grace,AMD Ryzen 7 3700X,67.2,6,8,3.19,35.5,16,63.1,10.1,nvme0n1,512,512,145.8,366.2,28.5,Samsung,S24R650,Microsoft,IntelliMouse,Microsoft,Ergonomic
11556,2025-11-01 08:45:00,host5,192.168.212.162,heidi,Intel i5-10400,47.9,6,16,2.46,50,64,44.5,28.5,sdb,2048,2048,351.9,1696.1,17.2,LG,S24R650,Logitech,DeathAdder,Logitech,K380
11557,2025-11-01 09:00:00,host5,192.168.97.189,dave,AMD Ryzen 5 3600,53.3,8,12,2.55,69.2,64,58.1,37.2,sdb,1024,1024,628.5,395.5,61.4,Dell,U2419H,Microsoft,DeathAdder,Logitech,Ergonomic
11558,2025-11-01 09:15:00,host5,192.168.251.177,bob,AMD Ryzen 5 3600,49,4,16,2.76,93.3,32,80,25.6,sda,512,512,222.1,289.9,43.4,Dell,U2419H,Microsoft,MX Master 3,Microsoft,K380
11559,2025-11-01 09:30:00,host5,192.168.32.227,heidi,Intel i7-10700,83.3,6,8,2.01,27.9,8,55,4.4,sdb,512,512,54.6,457.4,10.7,Samsung,27UK850,Razer,MX Master 3,Logitech,K380
11560,2025-11-01 09:45:00,host5,192.168.147.228,carol,Intel i5-10400,33,4,8,2.93,16.5,32,73.1,23.4,sda,512,512,458.3,53.7,89.5,Samsung,U2419H,Razer,MX Master 3,Corsair,K70
11561,2025-11-01 10:00:00,host5,192.168.124.143,ivan,Intel i7-10700,75.9,4,12,2.81,66.4,32,64.4,20.6,sda,1024,1024,1001.6,22.4,97.8,Dell,S24R650,Logitech,MX Master 3,Microsoft,Ergonomic
11562,2025-11-01 10:15:00,host5,192.168.215.66,alice,AMD Ryzen 7 3700X,66,4,16,2.17,35.5,16,40.6,6.5,sdb,512,512,507.4,4.60000000000002,99.1,Samsung,U2419H,Microsoft,IntelliMouse,Logitech,K70
11563,2025-11-01 10:30:00,host5,192.168.111.138,judy,AMD Ryzen 5 3600,30.4,4,16,3.1,32.7,32,64.4,20.6,nvme0n1,1024,1024,344.5,679.5,33.6,LG,U2419H,Razer,DeathAdder,Microsoft,K380
11564,2025-11-01 10:45:00,host5,192.168.48.36,heidi,Intel i7-10700,67.1,8,12,2.45,6.2,16,61.9,9.9,sdb,512,512,414.9,97.1,81,LG,S24R650,Razer,MX Master 3,Logitech,K380
11565,2025-11-01 11:00:00,host5,192.168.46.27,grace,AMD Ryzen 7 3700X,81.8,4,8,2.8,63.1,8,31.2,2.5,sdb,1024,1024,129.9,894.1,12.7,LG,27UK850,Razer,DeathAdder,Microsoft,K70
11566,2025-11-01 11:15:00,host5,192.168.37.188,ivan,Intel i7-10700,46.9,8,8,3.34,31.3,64,3.3,2.1,sdb,512,512,470,42,91.8,LG,27UK850,Logitech,DeathAdder,Logitech,Ergonomic
11567,2025-11-01 11:30:00,host5,192.168.211.140,ivan,AMD Ryzen 5 3600,48.1,6,8,3.24,76.6,32,96.6,30.9,sda,1024,1024,667.5,356.5,65.2,Samsung,S24R650,Microsoft,MX Master 3,Logitech,K70
11568,2025-11-01 11:45:00,host5,192.168.129.3,heidi,AMD Ryzen 5 3600,72.8,6,16,2.53,8.4,8,55,4.4,sdb,2048,2048,1783.6,264.4,87.1,LG,27UK850,Razer,MX Master 3,Logitech,K70
11569,2025-11-01 12:00:00,host5,192.168.30.148,eve,AMD Ryzen 7 3700X,60.4,6,8,3.42,63.6,16,92.5,14.8,sdb,2048,2048,541.9,1506.1,26.5,LG,27UK850,Logitech,IntelliMouse,Microsoft,K380
11570,2025-11-01 12:15:00,host5,192.168.171.139,grace,Intel i7-10700,66.6,4,16,3,22.6,8,26.2,2.1,nvme0n1,512,512,138.9,373.1,27.1,Samsung,S24R650,Logitech,MX Master 3,Corsair,K70
11571,2025-11-01 12:30:00,host5,192.168.134.135,frank,AMD Ryzen 5 3600,71.8,8,16,3.24,50.2,16,48.1,7.7,sda,512,512,426.8,85.2,83.4,LG,27UK850,Logitech,IntelliMouse,Logitech,Ergonomic
11572,2025-11-01 12:45:00,host5,192.168.237.39,carol,Intel i5-10400,76.8,4,16,2.26,27.9,8,31.2,2.5,nvme0n1,256,256,72.4,183.6,28.3,LG,27UK850,Microsoft,DeathAdder,Logitech,K70
11573,2025-11-01 13:00:00,host5,192.168.93.114,dave,Intel i5-10400,37.7,6,16,2.56,54.5,8,98.8,7.9,sdb,2048,2048,811.2,1236.8,39.6,Dell,S24R650,Microsoft,MX Master 3,Corsair,K70
11574,2025-11-01 13:15:00,host5,192.168.196.158,carol,Intel i7-10700,46.5,4,16,2.72,80.3,64,3.1,2,sdb,1024,1024,402.8,621.2,39.3,Samsung,27UK850,Logitech,MX Master 3,Microsoft,Ergonomic
11575,2025-11-01 13:30:00,host5,192.168.177.14,ivan,Intel i5-10400,60.4,8,12,2.93,65.4,8,82.5,6.6,sda,2048,2048,482.8,1565.2,23.6,Dell,S24R650,Razer,IntelliMouse,Microsoft,K70
11576,2025-11-01 13:45:00,host5,192.168.119.238,ivan,AMD Ryzen 5 3600,65.9,4,8,2.31,78.6,16,45.6,7.3,nvme0n1,2048,2048,1430.7,617.3,69.9,Samsung,S24R650,Logitech,IntelliMouse,Microsoft,Ergonomic
11577,2025-11-01 14:00:00,host5,192.168.116.170,alice,AMD Ryzen 5 3600,30.6,8,16,3.02,12.6,32,4.7,1.5,sdb,256,256,178.6,77.4,69.8,Samsung,U2419H,Microsoft,IntelliMouse,Logitech,K380
11578,2025-11-01 14:15:00,host5,192.168.252.240,bob,Intel i5-10400,77.5,8,16,3.05,84.3,32,81.6,26.1,nvme0n1,1024,1024,718,306,70.1,Samsung,S24R650,Microsoft,IntelliMouse,Corsair,Ergonomic
11579,2025-11-01 14:30:00,host5,192.168.139.125,carol,Intel i7-10700,83,6,12,3.73,35.4,8,67.5,5.4,sda,2048,2048,1067,981,52.1,LG,S24R650,Microsoft,IntelliMouse,Corsair,Ergonomic
11580,2025-11-01 14:45:00,host5,192.168.138.33,judy,Intel i5-10400,54.2,8,12,3.02,56.8,8,53.8,4.3,nvme0n1,512,512,394.2,117.8,77,Samsung,S24R650,Logitech,IntelliMouse,Corsair,K70
11581,2025-11-01 15:00:00,host5,192.168.170.117,ivan,Intel i5-10400,33.1,6,8,2.12,35.1,8,95,7.6,sda,2048,2048,690.7,1357.3,33.7,Dell,27UK850,Razer,IntelliMouse,Logitech,Ergonomic
11582,2025-11-01 15:15:00,host5,192.168.155.207,ivan,Intel i5-10400,68,6,12,2.93,39.1,32,73.4,23.5,sda,256,256,217.8,38.2,85.1,Samsung,U2419H,Microsoft,DeathAdder,Logitech,K70
11583,2025-11-01 15:30:00,host5,192.168.179.71,frank,AMD Ryzen 7 3700X,68.8,4,12,3.46,36,8,65,5.2,sda,2048,2048,748.7,1299.3,36.6,Dell,S24R650,Razer,MX Master 3,Corsair,K70
11584,2025-11-01 15:45:00,host5,192.168.86.138,grace,Intel i7-10700,75.5,4,12,3.56,10.1,64,60.6,38.8,sda,512,512,383.1,128.9,74.8,Dell,27UK850,Logitech,DeathAdder,Microsoft,K380
11585,2025-11-01 16:00:00,host5,192.168.248.247,carol,Intel i5-10400,47.1,6,8,3.01,30.5,32,29.1,9.3,nvme0n1,2048,2048,1076.2,971.8,52.5,LG,27UK850,Razer,MX Master 3,Logitech,Ergonomic
11586,2025-11-01 16:15:00,host5,192.168.172.202,grace,Intel i7-10700,58.2,6,16,3.25,41.8,16,20,3.2,sda,512,512,509.8,2.19999999999999,99.6,Samsung,S24R650,Logitech,DeathAdder,Corsair,K70
11587,2025-11-01 16:30:00,host5,192.168.118.90,eve,AMD Ryzen 5 3600,81.5,6,8,2.16,88.4,16,66.9,10.7,nvme0n1,512,512,245.5,266.5,47.9,Samsung,U2419H,Microsoft,DeathAdder,Corsair,K380
11588,2025-11-01 16:45:00,host5,192.168.16.137,ivan,AMD Ryzen 5 3600,80.7,4,16,3.66,91.8,64,55.5,35.5,sda,512,512,239.7,272.3,46.8,LG,S24R650,Razer,MX Master 3,Logitech,K380
11589,2025-11-01 17:00:00,host5,192.168.6.9,ivan,AMD Ryzen 7 3700X,32.2,8,12,3.58,78.8,8,88.8,7.1,sdb,1024,1024,256.9,767.1,25.1,Samsung,S24R650,Logitech,MX Master 3,Corsair,K380
11590,2025-11-01 17:15:00,host5,192.168.232.30,ivan,Intel i7-10700,31.9,6,8,2.49,89.2,8,85,6.8,sda,2048,2048,173.2,1874.8,8.5,Dell,S24R650,Logitech,DeathAdder,Corsair,K380
11591,2025-11-01 17:30:00,host5,192.168.109.254,alice,Intel i7-10700,53.1,4,12,3.19,68,16,95.6,15.3,sda,1024,1024,520.3,503.7,50.8,Samsung,27UK850,Razer,MX Master 3,Corsair,K380
11592,2025-11-01 17:45:00,host5,192.168.43.237,ivan,AMD Ryzen 7 3700X,41.4,8,12,3.32,80.4,16,90.6,14.5,sdb,2048,2048,536.5,1511.5,26.2,Samsung,S24R650,Razer,DeathAdder,Logitech,Ergonomic
11593,2025-11-01 18:00:00,host5,192.168.171.207,bob,Intel i5-10400,52.5,4,12,3.26,51.1,16,71.2,11.4,sda,1024,1024,230.5,793.5,22.5,LG,27UK850,Razer,IntelliMouse,Logitech,K380
11594,2025-11-01 18:15:00,host5,192.168.157.111,heidi,Intel i5-10400,70.1,4,16,3.48,78.6,32,24.1,7.7,nvme0n1,2048,2048,1400.8,647.2,68.4,LG,S24R650,Logitech,DeathAdder,Microsoft,Ergonomic
11595,2025-11-01 18:30:00,host5,192.168.155.1,alice,AMD Ryzen 5 3600,67.3,8,16,2.68,70.2,64,88.3,56.5,nvme0n1,256,256,246.5,9.5,96.3,Samsung,U2419H,Logitech,DeathAdder,Microsoft,Ergonomic
11596,2025-11-01 18:45:00,host5,192.168.102.27,eve,AMD Ryzen 5 3600,78.9,4,8,2.25,36.7,8,91.2,7.3,nvme0n1,1024,1024,171.6,852.4,16.8,Samsung,27UK850,Microsoft,IntelliMouse,Logitech,K70
11597,2025-11-01 19:00:00,host5,192.168.204.90,eve,Intel i5-10400,39.3,8,16,3.05,77.9,8,61.3,4.9,sda,2048,2048,890.2,1157.8,43.5,LG,27UK850,Microsoft,MX Master 3,Microsoft,K70
11598,2025-11-01 19:15:00,host5,192.168.105.94,bob,AMD Ryzen 5 3600,61.6,6,12,2.64,63,16,64.4,10.3,sda,256,256,176.5,79.5,68.9,Samsung,U2419H,Razer,IntelliMouse,Corsair,K70
11599,2025-11-01 19:30:00,host5,192.168.139.190,alice,AMD Ryzen 7 3700X,64.7,6,12,2.27,46.9,32,76.9,24.6,sdb,2048,2048,1609.9,438.1,78.6,Dell,27UK850,Microsoft,IntelliMouse,Corsair,K380
11600,2025-11-01 19:45:00,host5,192.168.180.217,bob,AMD Ryzen 5 3600,62.4,8,16,2.17,56.9,16,38.1,6.1,nvme0n1,2048,2048,982.3,1065.7,48,Samsung,S24R650,Microsoft,MX Master 3,Microsoft,K380
11601,2025-11-01 20:00:00,host5,192.168.211.232,carol,AMD Ryzen 7 3700X,62.2,4,8,3.47,78.4,8,36.2,2.9,nvme0n1,256,256,103.5,152.5,40.4,LG,S24R650,Microsoft,IntelliMouse,Microsoft,Ergonomic
11602,2025-11-01 20:15:00,host5,192.168.23.231,alice,AMD Ryzen 7 3700X,59,6,8,3.9,78.4,64,50.6,32.4,sda,1024,1024,342.9,681.1,33.5,Dell,U2419H,Microsoft,IntelliMouse,Logitech,Ergonomic
11603,2025-11-01 20:30:00,host5,192.168.208.95,dave,Intel i5-10400,70.4,8,16,2.79,40.3,8,41.2,3.3,nvme0n1,512,512,64.2,447.8,12.5,Dell,27UK850,Microsoft,DeathAdder,Microsoft,K70
11604,2025-11-01 20:45:00,host5,192.168.149.21,eve,AMD Ryzen 5 3600,64.1,8,12,3.32,11.1,8,87.5,7,sda,256,256,49.9,206.1,19.5,Dell,27UK850,Logitech,DeathAdder,Corsair,K380
11605,2025-11-01 21:00:00,host5,192.168.205.62,eve,AMD Ryzen 7 3700X,70.5,6,8,3.71,71.7,16,18.8,3,sda,512,512,349.4,162.6,68.2,Samsung,U2419H,Logitech,DeathAdder,Corsair,Ergonomic
11606,2025-11-01 21:15:00,host5,192.168.153.90,carol,AMD Ryzen 5 3600,80.8,6,12,2.98,10.5,8,100,8,nvme0n1,256,256,226.3,29.7,88.4,Samsung,S24R650,Logitech,MX Master 3,Microsoft,K380
11607,2025-11-01 21:30:00,host5,192.168.200.107,dave,Intel i7-10700,43.1,8,8,3.51,50.8,64,42,26.9,nvme0n1,1024,1024,17.3,1006.7,1.7,Dell,S24R650,Logitech,MX Master 3,Microsoft,K70
11608,2025-11-01 21:45:00,host5,192.168.255.189,alice,Intel i7-10700,51.5,6,16,3.54,85.2,32,40,12.8,sdb,2048,2048,1997.5,50.5,97.5,Samsung,S24R650,Logitech,DeathAdder,Corsair,K380
11609,2025-11-01 22:00:00,host5,192.168.103.244,frank,Intel i5-10400,34.7,8,8,2.38,57.1,64,79.7,51,sdb,512,512,78.3,433.7,15.3,Dell,S24R650,Microsoft,DeathAdder,Logitech,Ergonomic
11610,2025-11-01 22:15:00,host5,192.168.68.236,alice,AMD Ryzen 5 3600,66.8,8,16,2.4,94.4,16,21.2,3.4,nvme0n1,2048,2048,1669.3,378.7,81.5,Dell,U2419H,Logitech,DeathAdder,Corsair,K380
11611,2025-11-01 22:30:00,host5,192.168.41.144,eve,AMD Ryzen 5 3600,32.2,4,12,3.96,44.4,16,81.9,13.1,sda,512,512,511,1,99.8,Dell,U2419H,Razer,DeathAdder,Corsair,K70
11612,2025-11-01 22:45:00,host5,192.168.16.124,frank,AMD Ryzen 5 3600,81.4,8,12,2.29,62.7,16,25,4,nvme0n1,256,256,90,166,35.2,Dell,U2419H,Razer,IntelliMouse,Corsair,Ergonomic
11613,2025-11-01 23:00:00,host5,192.168.74.81,judy,AMD Ryzen 5 3600,59.3,4,12,3.9,84.8,16,23.8,3.8,sdb,256,256,97.9,158.1,38.2,Dell,U2419H,Razer,MX Master 3,Microsoft,K70
11614,2025-11-01 23:15:00,host5,192.168.105.113,dave,AMD Ryzen 7 3700X,72.8,8,16,3.75,46,32,71.6,22.9,sda,256,256,94.9,161.1,37.1,Samsung,S24R650,Logitech,MX Master 3,Microsoft,K380
11615,2025-11-01 23:30:00,host5,192.168.12.198,bob,AMD Ryzen 5 3600,81,6,12,3.39,77.8,32,48.1,15.4,sda,512,512,349.8,162.2,68.3,LG,27UK850,Razer,MX Master 3,Microsoft,Ergonomic
11616,2025-11-01 23:45:00,host5,192.168.91.12,judy,Intel i7-10700,58.4,6,8,3.56,68.1,8,68.8,5.5,nvme0n1,512,512,311.6,200.4,60.9,Samsung,S24R650,Razer,DeathAdder,Microsoft,K380
11617,2025-11-02 00:00:00,host5,192.168.59.11,ivan,Intel i7-10700,61.3,6,12,2.93,36.6,64,14.5,9.3,nvme0n1,256,256,77.8,178.2,30.4,Dell,S24R650,Microsoft,MX Master 3,Microsoft,K70
11618,2025-11-02 00:15:00,host5,192.168.99.200,alice,Intel i7-10700,83.1,6,8,2.11,40.7,32,96.9,31,sdb,512,512,119.8,392.2,23.4,LG,U2419H,Microsoft,IntelliMouse,Logitech,Ergonomic
11619,2025-11-02 00:30:00,host5,192.168.216.187,heidi,AMD Ryzen 7 3700X,65.7,8,12,3.23,27,16,68.8,11,sda,512,512,148.7,363.3,29,Samsung,U2419H,Microsoft,MX Master 3,Corsair,K380
11620,2025-11-02 00:45:00,host5,192.168.82.238,dave,AMD Ryzen 7 3700X,59,8,12,2.25,71.1,16,93.1,14.9,nvme0n1,2048,2048,280.1,1767.9,13.7,LG,27UK850,Logitech,MX Master 3,Corsair,K70
11621,2025-11-02 01:00:00,host5,192.168.254.156,ivan,Intel i7-10700,33.6,8,16,3.74,58.4,64,2.7,1.7,sdb,256,256,5.4,250.6,2.1,Dell,U2419H,Microsoft,IntelliMouse,Microsoft,Ergonomic
11622,2025-11-02 01:15:00,host5,192.168.246.12,eve,AMD Ryzen 7 3700X,66.6,4,12,2.37,38.1,16,55.6,8.9,nvme0n1,512,512,111.7,400.3,21.8,LG,S24R650,Microsoft,IntelliMouse,Logitech,Ergonomic
11623,2025-11-02 01:30:00,host5,192.168.243.188,ivan,AMD Ryzen 5 3600,47.6,8,8,3.02,56.4,32,84.1,26.9,sda,512,512,71,441,13.9,Dell,U2419H,Logitech,DeathAdder,Microsoft,Ergonomic
11624,2025-11-02 01:45:00,host5,192.168.29.179,ivan,Intel i7-10700,38,8,16,2.73,23.2,8,58.8,4.7,nvme0n1,1024,1024,231.5,792.5,22.6,Samsung,S24R650,Razer,MX Master 3,Microsoft,Ergonomic
11625,2025-11-02 02:00:00,host5,192.168.232.217,bob,AMD Ryzen 5 3600,37.9,4,8,2.76,36.9,8,38.8,3.1,sdb,512,512,131,381,25.6,Dell,27UK850,Logitech,MX Master 3,Logitech,Ergonomic
11626,2025-11-02 02:15:00,host5,192.168.47.28,alice,AMD Ryzen 7 3700X,74,6,12,3.62,62.1,32,34.7,11.1,sda,512,512,203.4,308.6,39.7,LG,S24R650,Logitech,DeathAdder,Logitech,K70
11627,2025-11-02 02:30:00,host5,192.168.250.100,ivan,Intel i7-10700,74,6,12,3.54,34,16,51.2,8.2,sda,1024,1024,317.6,706.4,31,LG,S24R650,Logitech,IntelliMouse,Logitech,K380
11628,2025-11-02 02:45:00,host5,192.168.17.143,dave,Intel i7-10700,63.4,4,8,2.69,79.8,8,33.8,2.7,sdb,512,512,281.8,230.2,55,Dell,U2419H,Logitech,DeathAdder,Logitech,K380
11629,2025-11-02 03:00:00,host5,192.168.31.122,judy,AMD Ryzen 5 3600,30.1,8,16,3.65,34.7,32,87.8,28.1,sdb,2048,2048,580.6,1467.4,28.3,Samsung,27UK850,Razer,MX Master 3,Logitech,K70
11630,2025-11-02 03:15:00,host5,192.168.5.5,bob,AMD Ryzen 5 3600,34,6,12,3,27.4,8,23.8,1.9,sdb,2048,2048,2015.1,32.9000000000001,98.4,Samsung,S24R650,Microsoft,IntelliMouse,Microsoft,K70
11631,2025-11-02 03:30:00,host5,192.168.140.241,alice,Intel i7-10700,44.6,6,12,3.99,73.2,32,51.2,16.4,sdb,256,256,94.2,161.8,36.8,Samsung,S24R650,Logitech,IntelliMouse,Logitech,K70
11632,2025-11-02 03:45:00,host5,192.168.192.57,alice,Intel i5-10400,43.7,4,16,2.19,9.3,32,86.2,27.6,nvme0n1,1024,1024,56.5,967.5,5.5,Samsung,27UK850,Microsoft,DeathAdder,Corsair,K380
11633,2025-11-02 04:00:00,host5,192.168.198.12,dave,Intel i7-10700,74.2,6,16,2.35,41.3,8,63.7,5.1,nvme0n1,512,512,433.1,78.9,84.6,Samsung,S24R650,Razer,IntelliMouse,Logitech,Ergonomic
11634,2025-11-02 04:15:00,host5,192.168.244.183,frank,AMD Ryzen 5 3600,54.2,4,8,3.97,64.4,16,18.1,2.9,sdb,512,512,305.8,206.2,59.7,Samsung,27UK850,Microsoft,DeathAdder,Logitech,K70
11635,2025-11-02 04:30:00,host5,192.168.87.241,eve,Intel i7-10700,83.2,6,16,2.39,22.1,64,60.5,38.7,sdb,2048,2048,1879.2,168.8,91.8,Dell,S24R650,Microsoft,IntelliMouse,Microsoft,Ergonomic
11636,2025-11-02 04:45:00,host5,192.168.4.163,ivan,Intel i5-10400,64.5,4,16,2.61,47.2,32,39.4,12.6,nvme0n1,2048,2048,942.1,1105.9,46,LG,S24R650,Razer,MX Master 3,Logitech,K380
11637,2025-11-02 05:00:00,host5,192.168.8.95,grace,AMD Ryzen 5 3600,44.7,4,16,3.7,91.7,64,83.1,53.2,nvme0n1,2048,2048,905.7,1142.3,44.2,LG,U2419H,Microsoft,MX Master 3,Logitech,K70
11638,2025-11-02 05:15:00,host5,192.168.4.14,eve,AMD Ryzen 5 3600,65.8,6,12,2.95,52.7,64,51.2,32.8,sda,1024,1024,606.7,417.3,59.2,Dell,U2419H,Microsoft,MX Master 3,Microsoft,K70
11639,2025-11-02 05:30:00,host5,192.168.24.96,grace,Intel i7-10700,60.1,4,16,3.09,62,16,35.6,5.7,nvme0n1,1024,1024,217.8,806.2,21.3,Dell,27UK850,Microsoft,DeathAdder,Logitech,K70
11640,2025-11-02 05:45:00,host5,192.168.155.210,eve,Intel i7-10700,77,4,16,3.09,32.6,64,37.2,23.8,sda,512,512,83.9,428.1,16.4,LG,U2419H,Microsoft,DeathAdder,Corsair,K380
11641,2025-11-02 06:00:00,host5,192.168.211.163,carol,Intel i5-10400,78.2,4,8,2.66,41.9,64,8.1,5.2,nvme0n1,2048,2048,572.9,1475.1,28,Samsung,S24R650,Microsoft,IntelliMouse,Microsoft,Ergonomic
11642,2025-11-02 06:15:00,host5,192.168.0.7,bob,AMD Ryzen 5 3600,55.3,8,16,2.9,52.4,64,98.4,63,nvme0n1,512,512,471.2,40.8,92,LG,27UK850,Razer,DeathAdder,Logitech,K70
11643,2025-11-02 06:30:00,host5,192.168.227.72,alice,AMD Ryzen 5 3600,53.6,4,8,3.59,70.5,32,94.1,30.1,nvme0n1,2048,2048,212.5,1835.5,10.4,Dell,U2419H,Logitech,IntelliMouse,Corsair,K380
11644,2025-11-02 06:45:00,host5,192.168.108.237,dave,Intel i7-10700,39.4,8,12,2.55,86.9,32,65.3,20.9,sdb,512,512,490.6,21.4,95.8,Dell,27UK850,Logitech,MX Master 3,Corsair,Ergonomic
11645,2025-11-02 07:00:00,host5,192.168.39.201,heidi,Intel i5-10400,53.2,8,8,3.31,91.5,64,67.2,43,nvme0n1,512,512,239.1,272.9,46.7,Dell,S24R650,Razer,IntelliMouse,Corsair,K380
11646,2025-11-02 07:15:00,host5,192.168.209.198,carol,AMD Ryzen 5 3600,66.4,8,12,2.42,79.4,16,94.4,15.1,nvme0n1,256,256,12.4,243.6,4.8,Samsung,U2419H,Razer,IntelliMouse,Logitech,Ergonomic
11647,2025-11-02 07:30:00,host5,192.168.20.77,ivan,Intel i5-10400,34.8,6,8,2.29,73.6,8,21.2,1.7,sda,256,256,49.7,206.3,19.4,Dell,27UK850,Razer,DeathAdder,Logitech,Ergonomic
11648,2025-11-02 07:45:00,host5,192.168.148.44,ivan,Intel i5-10400,37.2,4,16,3.93,51.7,16,60.6,9.7,sda,2048,2048,1464.1,583.9,71.5,Samsung,U2419H,Razer,IntelliMouse,Corsair,Ergonomic
